,id,name,reviews.rating,reviews.text,reviews.title,subjectivity,polarity,review_analysis
236,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Good buy on batteries,long life.",Amazon basic AAA batteries,0.6000000000000001,0.7,Positive
237,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Great price and solid performer!,Amazon Basic AAA Battery,0.425,0.4,Positive
238,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Good batteries. All fit in the uxcelPlastic case for AAA batteries...,Amazon basic batteries,0.5,0.55,Positive
239,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Amazon Basic Batteries are the best, I buy them in all varieties.",AMAZON BASIC BATTERIES ARE THE BEST,0.2125,0.5,Positive
240,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,You have to love AmazonBasic products. These batteries are first class and an excellent value.,Amazon Basic products are first class.,0.6444444444444445,0.5833333333333334,Positive
241,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Not the first time I have bought Amazon Basic products and won't be the last. From my experience these products do just as well as any name brand product but with less experience. Love the packaging these batteries came in and so far from what I can tell work like a charm. Put them in a couple of my gadgets and worked perfectly. The way we go through batteries the cost savings is well worth it.,Amazon Basic products rule!!,0.4114583333333333,0.2479166666666666,Positive
242,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Amazon Basics AA Performance Alkaline Batteries... Great prize so far no problems with them.,Amazon Basics AA Performance Alkaline Batteries...,0.875,0.45,Positive
243,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Great batteries at a good price!,Amazon Basics AA Performance Batteries,0.675,0.8375,Positive
244,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Excellent product!,Amazon Basics AAA Alkaline Battries,1.0,1.0,Positive
245,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Prior reviews were very good on these batteries so we thought we would give them a try. So far so good! All are still working as described . Will change review should we need to- but now highly satisfied .,Amazon Basics AAA Batteries,0.676,0.477,Positive
246,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Great batteries. They perform well, definitely not cheap batteries. I will probably purchase more as the price is just right and you get about 20.",Amazon Basics AAA Batteries are great,0.6214285714285714,0.3464285714285714,Positive
249,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"These are decent but I find they last about 20 less than Duracell batteries, but considering the cost difference they are actually worth it.",Amazon Basics Batteries are Decent for the Price,0.2249999999999999,0.075,Positive
250,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Amazon basics batteries are just as good as the name brands from my experience. Well packaged in easy open box, whivh I appreciate since I have arthritis. Box is small enough to keep the rest of the batteries from getting all over and easy to find when replacement is needed. A",Amazon basics batteries are just as good as the name brands from my experience,0.6111111111111112,0.2194444444444444,Positive
251,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Great battery deal! I have now used 6 batteries and have not noticed any difference between power length compared to duracell or energizer. They last just as long and work fine. I am now buying these because of cost savings.,Amazon Basics did a great job again!,0.4291666666666667,0.3416666666666667,Positive
252,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,I started buying these large packs of Amazon batteries because of the great value and previous experience with Amazon Basic products. These batteries seem to work as well as my Energizers and Duracells at a fraction of the cost. I will be buying more AA and AAA when I run low. That should take a while with this large pack.,Amazon Basics does it again!,0.3855442176870748,0.2231292517006802,Positive
253,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Work great and are a great price. Can't beat that! These seem to be on par with low to mid tier brand battery live so can't complain.,Amazon Basics For The Win!,0.4599999999999999,0.3872727272727273,Positive
254,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,These are quality batteries...just as good as major brand names. Can't beat the price. Thank you.,Amazon Basics Great value. Great quality,0.55,0.38125,Positive
255,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"So far, these hold up really well. For the price, they are simply unbeatable. They come packaged in a small, generic box. I've now tried 4 AmazonBasics products, and I haven't got a complaint about any so far. Amazon seems to not only want to make cheap products, but they also don't seem to want to get complaints and returns as well. Who has time for all of the mess So, do it right the first time, and see what happens.Thanks for another great product!*If my review was helpful in any way, please click the little YES button. If not, just laugh and move on.",Amazon Basics keeps producing winners,0.4834126984126984,0.101547619047619,Positive
256,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Batteries that get the job done. Cool packaging. Amazon claims another industry.,Amazon basics keeps taking over.,0.65,0.35,Positive
257,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Nice. Great for the price.,Amazon basics products are nice.,0.875,0.7,Positive
258,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,These batteries seem to last as long as the more expensive gold/black batteries. All of the Amazon Basics items we have bought have been of excellent quality.,Amazon Basics Quality,0.5333333333333333,0.19,Positive
260,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"This is a great buy and last along time, Amazon Basics is great .",Amazon Basics shoul be used for everything.,0.5222222222222223,0.5333333333333333,Positive
261,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"I don't know what you expect to read here. Some elaborate review about how these batteries are amazing from the packaging to the ease of installation etc No, they are AS A batteries that are cost effective and do their job properly. No.magic smoke yet so can't complain. 10/10",Amazon Basics Win,0.7000000000000001,0.425,Positive
263,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Don't waste your coin of the expensive store brands. These work great.,Amazon batteries,0.4833333333333333,0.0333333333333333,Positive
264,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,I always try to buy Amazon rechargeable batteries. Good price and lasts a long time between charges. Saves a bit of the environment compared to disposable ones.,Amazon Batteries,0.5,0.3249999999999999,Positive
265,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,OK,Amazon Batteries,0.5,0.5,Positive
267,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Works great and holds chaege as well as and battery I have had,Amazon Batteries,0.75,0.8,Positive
268,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"First time I've used these batteries, so far so good!",Amazon Batteries AA,0.6444444444444445,0.4083333333333334,Positive
269,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Great price, and I'm very pleased with performance.",Amazon Batteries AAA,0.875,0.7250000000000001,Positive
270,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,I love these batteries. Affordable and have worked well in all our game console controllers and kids toys that are frequently used!,Amazon batteries are a hit,0.4333333333333333,0.075,Positive
271,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Great batteries for the money,Amazon batteries are all I buy now,0.75,0.8,Positive
272,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"My 37 days old Amazon fire stick quit working, the system was fine it just seemed like the remote wasn't getting any juice. Tried 3 different sets of these batteries in it and it still wouldn't work-and yes, I put them in the right way. Contacted Amazon about the limited warranty on remote as it was just past 30 days purchased and couldn't return, but before sending back for warranty service and being without TV for who knows how long and just to make sure, I bought some energizer batteries. Wouldn't you know it, the remote fired right back up. Can't trust these batteries.",Amazon Batteries Are Crap in Amazon Remote,0.3323696145124716,0.0654761904761904,Positive
273,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"I use hundreds of AAAs annually, and despite the graphics in ad, these are about the poorest performing, with least longevity, of any I have bought. Still have another 100 of these, but will likely go thru those quickly.",Amazon batteries did not perform for me,0.6333333333333333,0.0111111111111111,Positive
276,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,GREAT!,"Amazon batteries, great items!",0.75,1.0,Positive
278,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"First of all- buying batteries is never fun . It's also quite expensive. I fell in love with the fact , I could buy these Amazon branded batteries through prime and get them in two days .But guess what. I got them in 1 day!!! Plus , I stocked up for all those dang Christmas toys for my triplets. If I buy one, I have to buy three!!!!They lasted just as long as a standard battery . Plus , I love that they come in a nice cardboard sleeve. Rather than the ones at the store where they all fall out when you rip the plastic from the cardboard.To wrap up- these were very impressive.",Amazon Branded Batteries- whats not to like !!!,0.5370370370370371,0.2918402777777777,Positive
279,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,These work great. I primarily use them in my xbox 36 controller and they last as long if not longer than any other brand i have used. I highly recommend them.,Amazon brings the power and a bargain price.,0.4386111111111111,0.1975,Positive
280,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"good price, worked fine",Amazon came through,0.55,0.5583333333333333,Positive
281,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Cheep and effective these batteries compare to mainstream manufacturers without issue. The price tag is so much lower that even if you didn't like them or felt that a major manufacturer was somehow better than this you probably still wouldn't regret the purchase. They hold their charge and last just as long as anything else. Amazon Strikes again with a great product,Amazon for the Win.,0.4595238095238095,0.3017857142857142,Positive
282,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Seems to be as good as the average battery bought in a store. Nice amount for a good price. I buy all my batteries from Amazon now,Amazon has become my go-to for batteries!,0.65,0.4624999999999999,Positive
283,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Batteries can be expensive! However, Amazon has taken the opportunity to sell a good quality product. There are plenty of batteries for the cost, and in these times of uncertainty we need to be prepared for our family. During times of power outage batteries are so comforting because they allow us to maintain a sense comfort. They also sell these in triple a, c, and d. The price is good compared to other brands, and the quality of Amazon is backing the product. Safe and good buy for any consumer.",Amazon has taken the opportunity to sell a good quality product,0.5625000000000001,0.3083333333333333,Positive
284,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Great for the price and last long,Amazon just owns,0.4055555555555556,0.25,Positive
285,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,stronger than duracell and so much cheaper. amazon keep up the great work,amazon keep up the great work,0.475,0.5,Positive
287,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),1,"These are budget friendly but don't last! I bought for my battery operated candles that typically use batteries for 6-8 weeks. Twice these batteries barely lasted 1 week. It was so disappointing. Amazon produce are usually so good, but I would not recommend these.","Amazon produce are usually so good, but I would not recommend these",0.4111111111111111,0.0597222222222222,Positive
288,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Great value,Amazon rules,0.75,0.8,Positive
290,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Perfectly sent perfectly usable,Amazon Tripple-A is top-notch product,1.0,1.0,Positive
291,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Amazon batteries over good performance at a great price. Nice option to replace more expensive name brand batteries.,Amazon: The New Name Brand for Battery Power,0.71,0.42,Positive
292,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,They're batteries. Significantly more cost effective than Duracel Energizer. Rated 4* because I can't yet say how they last compared to the two big brands but so far they're performing well.,Amazon's AA Batteries,0.4933333333333333,0.24,Positive
293,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Love this particular packaging arrangement. I think 48-count is the way to go in the future.,Amazon's ABasics batteries,0.3527777777777778,0.2222222222222222,Positive
294,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Amazon's batteries are great. I've had no problems with them leaking or corroding. They last as long as any other AA battery I've used too.The AmazonBasics brand has been great for so many different things, and I definitely recommend these batteries.",Amazon's batteries are great. I've had no problems with them leaking or ...,0.4927083333333333,0.240625,Positive
296,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,"Great batteries. So why not 5 stars I haven't used them long enough yet to know their life expectancy, and it would have been more convenient to have the packaging to be resealable or with fewer in the same container. I ordered 20 and it came in two 10-pack sealed plastic things. Not a big deal, since I took care when opening them. All remotes and appliances that I've inserted the new batteries into are still working perfectly after a month. That's all I ask.",AmazonBasic Power is a Go!,0.4786931818181818,0.2982954545454545,Positive
297,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Not so surprised as AmazonBasics delivers excellent product. Work just like the Energizers and last as long.,AmazonBasics - Excellent Brand,0.5916666666666667,0.2625,Positive
298,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Arrived quickly,great price seem to be high quality so far",AmazonBasics AA batteries,0.77,0.13,Positive
299,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Everything we have around the house uses batteries, so we go through them fast. I like purchasing in bulk because I don't have to purchase them as often and they are a little cheaper that way. I was a little nervous to purchase the AmazonBasics brand, because I wanted to make sure that I purchased a quality battery. We normally purchase Duracell.I am happy to see that the quality is just as good as the other brands we've purchase and at a fraction of the cost.We will be purchasing these again in the future.",AmazonBasics AA Batteries,0.5820987654320988,0.2055555555555555,Positive
302,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Great Price, Great product.",AmazonBasics AA Performance Alkaline Batteries,0.75,0.8,Positive
303,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Have this as a subscribe save item, so when I run out I just order more.",AmazonBasics AA Performance Alkaline Batteries,0.5,0.5,Positive
305,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Eight AA alkaline batteries... not too much to say: New. Shrink-wrapped. Delivered quickly safely. Work just like we need AA batteries to work.No problems here.RecommendedGo for it,AmazonBasics AA Performance Alkaline Batteries - 8 pack - As described - Good deal as 'Add-on' to another order,0.3848484848484848,0.2787878787878788,Positive
306,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"These batteries are typical alkaline batteries. I recently put them in a couple of remotes that needed batteries and these worked fine, At this point, I can not say what their longevity will be. They work well in the devices in which I placed them.",AmazonBasics AA Performance Alkaline Batteries.,0.4166666666666667,0.0833333333333333,Positive
307,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Great price! Just began using these batteries so their lasting ability is yet to be determined. DFD,AmazonBasics AA Performance Alkaline Batteries...,0.375,0.5,Positive
308,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Very good batteries for the price...Much better than purchasing batteries locally in a 4 pack...,AmazonBasics AA Performance Alkaline Batteries...,0.4266666666666667,0.47,Positive
309,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,I thought this was a great investment I wasn't wrong these batteries are just as good as any other. I will be ordering these again..,AmazonBasics AA Performance.,0.65625,0.21875,Positive
310,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,These were exactly as described arrived on time (or maybe earlier than the delivery date specified). They work just fine I'd buy them again. And the BIG plus is they were a LOT less expensive than buying them from a brick mortar store work just as well! No problems :),AmazonBasics AAA Alkaline Batteries,0.4452380952380952,0.0535714285714285,Positive
311,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Nice battery and price. Have not had any problem with them.,AmazonBasics AAA batteries,1.0,0.6,Positive
312,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Initial charge upon receipt was higher than the name brand batteries I usually get, I'll definitely be ordering more when these are about gone!",AmazonBasics AAA battery,0.35,0.125,Positive
314,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,no point in spending money on brand name batteries. these are a great product at a very reasonable price. i don't buy any other brands.,AmazonBasics AAA Performance Alkaline Batteries,0.635,0.3116666666666667,Positive
315,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,The RIGHT item delivered FAST at a GOOD price. What more can you ask for They are AAA batteries work as expected.,AmazonBasics AAA Performance Alkaline Batteries,0.5271428571428571,0.3171428571428571,Positive
316,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,AmazonBasics AAA Performance Alkaline Batteries (20-Pack). We subscribed to this. The batteries are holding up just as good as any other. You can't beat the price either.,AmazonBasics AAA Performance Alkaline Batteries (20-Pack),0.4875,0.2875,Positive
317,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,Good batteries work as described,AmazonBasics AAA Performance Alkaline Batteries...,0.6000000000000001,0.7,Positive
318,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"AmazonBasics AA Alkaline batteries, are generic alkaline batteries as good as Duracel Rayovac.",AmazonBasics Alkaline Batteries,0.3,0.35,Positive
319,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"AmazonBasics has become a great brand that rivals the Energizers of the world. These batteries are an affordable price and a really high quality, especially when compared to the competition. With having a three year old, we are constantly running through batteries and it is great having these AmazonBasics type products out there to help middle income families like ours afford all the necessities that comes with having kids and just life in general (think remote control batteries).",AmazonBasics Amazing Brand,0.4748148148148149,0.2011111111111111,Positive
320,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,AmazonBasics are a tremendous deal. I bought this 36 count AAA because it cost about the same as 4 pack of name brand. If ever I give an electronic gift I include these with the gift.,AmazonBasics are a tremendous deal. I bought this 36 ...,0.5625,0.1666666666666666,Positive
321,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,I just put 4 of these in my flashlight they worked. It is too soon to see how long they will last. I have had great experience with other amazon basics products ( the wireless keyboard mouse set)So I decided to try the batteries-- so far so good,amazonbasics are good stuff at low prices,0.5319444444444444,0.2374999999999999,Positive
322,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,These are great batteries at a great cost. I will continue to purchase these. I replaced batteries in my outdoor solar lights and I have many and these work great. Highly recommend.,AmazonBasics batteries,0.658,0.6120000000000001,Positive
325,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,These are great. I used to have to go to Costco to get the equivalent number of batteries at a discount. Now I can get these batteries in a couple of days from Amazon.,AmazonBasics Batteries are Great,0.75,0.8,Positive
326,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"I've been impressed with the performance and quality of AmazonBasics battery. Though the price point is pretty low, don't let that fool you - they are every bit as long-lasting and durable as the brand-named batteries on the market. In my opinion, there's no reason to spend more on a battery because of it being a name that you're familiar because I can tell you that my experience has been amazing. And honestly, I can't tell the difference between AmazonBasics batteries and other batteries that I've bought in the past that has cost me much, much more money!",AmazonBasics Batteries are life!,0.6225,0.3575,Positive
327,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Everything about AmazonBasics is amazing. Anything we have ever ordered that was AmazonBasics has always worked beautifully. The batteries arrived, in what would appear to be recycled packaging, which is good on them. No issue with any of the batteries we ordered, including these AA.",AmazonBasics kills it again,0.8333333333333334,0.7166666666666668,Positive
328,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,All Good,AmazonBasicsAAA,0.6000000000000001,0.7,Positive
329,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Amazing Value, they shipped free on Amazon Prime and they are as good as any other.",Amzaing Value,0.6687500000000001,0.39375,Positive
330,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,A great price for a large amount of batteries. These last just as long as name brand batteries if not longer!,An AAA Performance!,0.4113095238095238,0.2379464285714285,Positive
331,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,AN AMAZING PRICE FOR 48 VERY HIGH QUALITY BATTERIES. loved this pack. the batteries come in 4's in plastic inside a big box,AN AMAZING PRICE FOR 48 VERY HIGH QUALITY BATTERIES,0.6255000000000001,0.377,Positive
332,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"I'm always leery about ordering offbrand batteries, because it seems like so many of them are total garabge. But I've been really pleased with these, they are holding up as nicely as the energizers we were spending much more for! I will definitely buy these again when we run out!",An offbrand battery that's actually worth it!,0.7083333333333334,0.3708333333333333,Positive
333,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Packaged very well,just what I wanted.",Ana batteries,0.3,0.2,Positive
335,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"The only way to buy batteries. Large quantity, and great price.",and great price.,0.7261904761904763,0.338095238095238,Positive
336,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Ordering in bulk for batteries makes my life so much easier. I have kids, and they always need a battery for something! I have AAA, AA and other sizes on hand all the time, and I love never disappointing them! They have tons of battery operated toys and games and Amazon makes it so much easier than running out to the corner store and paying double!",and I love never disappointing them,0.3458333333333332,0.1999999999999999,Positive
337,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"I purchased this product for my own use, and Ive found it to be a great product. Size, fit, quality and the whole mess is top notch. I have to admit I was a little hesitant at first, given the price, but after opening the box I immediately realized I had made a good purchase. I can imagine using this item for a long time, and should I need another Ill likely buy one just like this.",and Ive found it to be a great product. Size,0.5881944444444445,0.2114583333333333,Positive
338,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Great batteries and even better price.,Another great Amazon Basics item,0.625,0.65,Positive
339,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"These seem to work / last like any other quality battery. Packaged well. Great price. Thus far, every AmazonBasics product I've bought has been high in quality (and great in price). I'm expecting the same here.Keep this up, Amazon, and I'll keep coming back.",Another great deal.,0.4508333333333333,0.216875,Positive
340,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Amazon Basics comes through with yet another superb value. These work every bit as well as their Energizer and Duracell equivalents at a fraction of the price. It comes in a nice carton that is perfect for storage and can be recycled when the batteries are gone. Highly recommended!,Another Great Value from Amazon Basics!,0.885,0.7000000000000001,Positive
343,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"This is like my fifth box of these batteries and they last as long if not longer than any others I've purchased, including the copper top and the bunny.All Amazon products from their basics to their electronics can't be beat. Very BIG fan of Amazon branded products. The only thing I don't buy from Amazon is perishable foods. Man would I love to see one od their food stores in Santa Fe!",Anything Amazon branded is always the best!,0.4494444444444445,0.1791666666666666,Positive
345,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"great price, very good batteries",aok,0.7650000000000001,0.855,Positive
347,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"So far so good. I usually buy Duracell, but I trust amazon... sooooo I tried these. No complaints thus far",Appears to be equal quality to duracell,0.7125,0.1624999999999999,Positive
348,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,These batteries rock. They have one of the best performance to price ratio's anywhere. We use large numbers of them to power microphone transmitter packs in our theater productions. Those are applications where they cannot fail. These outperformed the ProCells we have been using. I recently bought 900 of them for our production of the Wizard of OZ. They worked flawlessly. They are our new standard battery.,"Approved by the Scarecrow, the Tin man, the Lion, and Dorothy.",0.3904452690166975,0.2643784786641929,Positive
350,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,"Run of the mill batteries, for the price and convenience, especially with Prime shipping, are a good buy.",are a good buy.,0.8,0.35,Positive
353,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Product as advertised. Arrived on time and in good condition. Good value! Will buy again.,Arrived on time and in good condition. Good value,0.6000000000000001,0.7875,Positive
357,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Received the batteries as they were described. So far the ones I have tried have worked great.,As described,0.875,0.45,Positive
358,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,Batteries came exactly as described. I have only used a couple of them and they work great in the remote..Time will tell about shelf life...,As described..,0.6666666666666666,0.35,Positive
363,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,As expected. Batteries at a good price. Batteries come in a brown box. Inside the batteries are in groups of 4.,As expected.,0.5,0.3,Positive
364,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),4,As expected. Nothing special.,As expected.,0.4857142857142857,0.1285714285714285,Positive
365,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,GREAT VALUE,AS GOOD A BATTERY AS YOU CAN BUY,0.75,0.8,Positive
366,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,I work in an electronics lab and did a test against the big name batteries and the discharge curve and performance was exactly the same as the brand that stars with E !!! Very good value,"As good as any brand on Market for Less money, You don't often get a real deal but this is one",0.31375,0.29,Positive
367,AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),5,They seem just as good as any I have bought from the store. I have used them for countless things and have had no problems. They came on time and it is great to have the convenience of delivery.,As good as any I have bought before,0.6166666666666667,0.5,Positive
